* Measurement data saved by REW V5.13 Beta 7
* Source: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), Left channel, volume: 0.530
* Format:   1M Log Swept Sine, 1 sweep at -23.0 dB FS
* Dated: 12-Sep-2015 19:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Sep 12 19:46:57
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
383.789 96.121 0.345
384.155 96.300 0.830
384.521 96.486 1.085
384.888 96.670 1.123
385.254 96.846 0.966
385.620 97.005 0.648
385.986 97.145 0.220
386.353 97.264 -0.264
386.719 97.363 -0.757
387.085 97.445 -1.223
387.451 97.513 -1.631
387.817 97.569 -1.938
388.184 97.619 -2.088
388.550 97.675 -2.021
388.916 97.758 -1.716
389.282 97.892 -1.235
389.648 98.097 -0.739
390.015 98.377 -0.456
390.381 98.718 -0.604
390.747 99.092 -1.323
391.113 99.468 -2.646
391.479 99.818 -4.528
391.846 100.125 -6.886
392.212 100.375 -9.626
392.578 100.560 -12.660
392.944 100.673 -15.894
393.311 100.709 -19.225
393.677 100.668 -22.534
394.043 100.554 -25.695
394.409 100.381 -28.604
394.775 100.168 -31.197
395.142 99.933 -33.472
395.508 99.693 -35.484
395.874 99.457 -37.316
396.240 99.224 -39.047
396.606 98.992 -40.732
396.973 98.753 -42.393
397.339 98.504 -44.030
397.705 98.239 -45.617
398.071 97.959 -47.107
398.438 97.667 -48.442
398.804 97.379 -49.580
399.170 97.115 -50.551
399.536 96.896 -51.493
399.902 96.727 -52.638
400.269 96.590 -54.239
400.635 96.451 -56.466
401.001 96.263 -59.360
401.367 95.984 -62.840
401.733 95.582 -66.744
402.100 95.033 -70.874
402.466 94.319 -75.014
402.832 93.430 -78.926
403.198 92.363 -82.339
403.564 91.128 -84.951
403.931 89.758 -86.484
404.297 88.312 -86.825
404.663 86.859 -86.253
405.029 85.423 -85.584
405.396 83.912 -86.020
405.762 82.077 -88.927
406.128 79.487 -96.411
406.494 75.467 -115.465
406.860 71.985 -172.703
407.227 77.102 133.065
407.593 82.179 113.194
407.959 85.817 102.114
408.325 88.589 93.498
408.691 90.792 85.651
409.058 92.571 78.019
409.424 94.002 70.460
409.790 95.132 63.018
410.156 96.001 55.825
410.522 96.646 49.035
410.889 97.110 42.774
411.255 97.436 37.099
411.621 97.663 31.982
411.987 97.818 27.319
412.354 97.913 22.989
412.720 97.948 18.914
413.086 97.914 15.099
413.452 97.810 11.626
413.818 97.644 8.602
414.185 97.436 6.106
414.551 97.211 4.143
414.917 96.988 2.648
415.283 96.778 1.527
415.649 96.586 0.700
416.016 96.414 0.115
416.382 96.267 -0.281
416.748 96.148 -0.568
417.114 96.053 -0.846
417.480 95.970 -1.179
417.847 95.883 -1.555
418.213 95.785 -1.893
418.579 95.682 -2.120
418.945 95.592 -2.257
419.312 95.521 -2.449
419.678 95.450 -2.881
420.044 95.336 -3.628
420.410 95.123 -4.526
420.776 94.770 -5.136
421.143 94.277 -4.798
421.509 93.715 -2.779
421.875 93.245 1.354
422.241 93.074 7.170
422.607 93.322 13.216
422.974 93.911 17.941
423.340 94.656 20.702
423.706 95.404 21.718
424.072 96.077 21.513
424.438 96.659 20.554
424.805 97.157 19.142
425.171 97.589 17.427
425.537 97.963 15.462
425.903 98.284 13.263
426.270 98.549 10.854
426.636 98.750 8.281
427.002 98.884 5.619
427.368 98.950 2.962
427.734 98.949 0.411
428.101 98.889 -1.941
428.467 98.783 -4.015
428.833 98.644 -5.761
429.199 98.490 -7.160
429.565 98.339 -8.237
429.932 98.205 -9.061
430.298 98.096 -9.733
430.664 98.013 -10.366
431.030 97.947 -11.053
431.396 97.885 -11.839
431.763 97.816 -12.719
432.129 97.730 -13.647
432.495 97.623 -14.571
432.861 97.499 -15.450
433.228 97.359 -16.269
433.594 97.204 -17.034
433.960 97.031 -17.747
434.326 96.833 -18.383
434.692 96.605 -18.882
435.059 96.346 -19.151
435.425 96.064 -19.079
435.791 95.773 -18.576
436.157 95.497 -17.599
436.523 95.261 -16.176
436.890 95.086 -14.413
437.256 94.985 -12.455
437.622 94.960 -10.455
437.988 95.006 -8.538
438.354 95.116 -6.812
438.721 95.280 -5.374
439.087 95.486 -4.318
439.453 95.712 -3.713
439.819 95.936 -3.580
440.186 96.132 -3.884
440.552 96.280 -4.539
440.918 96.358 -5.419
441.284 96.351 -6.343
441.650 96.247 -7.046
442.017 96.055 -7.162
442.383 95.817 -6.266
442.749 95.626 -4.064
443.115 95.620 -0.727
443.481 95.903 2.882
443.848 96.461 5.558
444.214 97.167 6.503
444.580 97.870 5.641
444.946 98.463 3.373
445.312 98.897 0.241
445.679 99.164 -3.263
446.045 99.280 -6.755
446.411 99.273 -9.977
446.777 99.177 -12.773
447.144 99.024 -15.075
447.510 98.846 -16.893
447.876 98.667 -18.302
448.242 98.503 -19.438
448.608 98.356 -20.455
448.975 98.212 -21.465
449.341 98.050 -22.481
449.707 97.853 -23.403
450.073 97.620 -24.060
450.439 97.368 -24.298
450.806 97.128 -24.060
451.172 96.932 -23.430
451.538 96.796 -22.596
451.904 96.716 -21.747
452.271 96.677 -20.995
452.637 96.661 -20.352
453.003 96.659 -19.780
453.369 96.671 -19.235
453.735 96.701 -18.703
454.102 96.756 -18.198
454.468 96.839 -17.770
454.834 96.954 -17.499
455.200 97.094 -17.484
455.566 97.245 -17.816
455.933 97.383 -18.534
456.299 97.483 -19.590
456.665 97.523 -20.855
457.031 97.494 -22.136
457.397 97.399 -23.224
457.764 97.259 -23.940
458.130 97.102 -24.184
458.496 96.964 -23.962
458.862 96.872 -23.386
459.229 96.842 -22.632
459.595 96.875 -21.882
459.961 96.960 -21.275
460.327 97.084 -20.888
460.693 97.232 -20.758
461.060 97.393 -20.899
461.426 97.557 -21.311
461.792 97.712 -21.983
462.158 97.848 -22.879
462.524 97.957 -23.933
462.891 98.034 -25.059
463.257 98.084 -26.163
463.623 98.115 -27.174
463.989 98.142 -28.058
464.355 98.183 -28.839
464.722 98.248 -29.595
465.088 98.346 -30.441
465.454 98.471 -31.507
465.820 98.611 -32.901
466.187 98.746 -34.682
466.553 98.856 -36.847
466.919 98.921 -39.333
467.285 98.929 -42.035
467.651 98.876 -44.835
468.018 98.767 -47.633
468.384 98.610 -50.375
468.750 98.414 -53.056
469.116 98.179 -55.704
469.482 97.899 -58.338
469.849 97.562 -60.924
470.215 97.156 -63.353
470.581 96.679 -65.458
470.947 96.146 -67.051
471.313 95.585 -67.997
471.680 95.033 -68.267
472.046 94.524 -67.964
472.412 94.079 -67.261
472.778 93.702 -66.322
473.145 93.394 -65.245
473.511 93.162 -64.100
473.877 93.024 -63.024
474.243 92.990 -62.291
474.609 93.047 -62.266
474.976 93.153 -63.271
475.342 93.242 -65.471
475.708 93.248 -68.837
476.074 93.112 -73.194
476.440 92.795 -78.285
476.807 92.273 -83.824
477.173 91.536 -89.549
477.539 90.593 -95.268
477.905 89.460 -100.943
478.271 88.157 -106.789
478.638 86.688 -113.394
479.004 85.026 -121.840
479.370 83.132 -133.929
479.736 81.108 -152.595
480.103 79.658 179.198
480.469 80.053 146.226
480.835 81.996 120.023
481.201 84.192 102.529
481.567 86.127 90.559
481.934 87.758 81.763
482.300 89.143 74.829
482.666 90.338 68.990
483.032 91.378 63.780
483.398 92.278 58.944
483.765 93.048 54.382
484.131 93.696 50.092
484.497 94.235 46.119
484.863 94.685 42.513
485.229 95.067 39.302
485.596 95.404 36.470
485.962 95.716 33.961
486.328 96.019 31.686
486.694 96.318 29.540
487.061 96.614 27.431
487.427 96.900 25.293
487.793 97.169 23.101
488.159 97.412 20.869
488.525 97.626 18.634
488.892 97.811 16.443
489.258 97.971 14.331
489.624 98.112 12.309
489.990 98.238 10.370
490.356 98.351 8.495
490.723 98.450 6.675
491.089 98.532 4.926
491.455 98.595 3.292
491.821 98.646 1.834
492.188 98.697 0.596
492.554 98.765 -0.426
492.920 98.866 -1.299
493.286 99.011 -2.141
493.652 99.200 -3.087
494.019 99.427 -4.252
494.385 99.681 -5.720
494.751 99.949 -7.551
495.117 100.218 -9.791
495.483 100.473 -12.475
495.850 100.692 -15.601
496.216 100.855 -19.115
496.582 100.946 -22.913
496.948 100.957 -26.853
497.314 100.890 -30.798
497.681 100.753 -34.649
498.047 100.558 -38.363
498.413 100.312 -41.951
498.779 100.013 -45.433
499.146 99.652 -48.788
499.512 99.218 -51.922
499.878 98.711 -54.668
500.244 98.143 -56.836
500.610 97.547 -58.286
500.977 96.968 -59.020
501.343 96.442 -59.207
501.709 95.984 -59.133
502.075 95.581 -59.062
502.441 95.199 -59.130
502.808 94.806 -59.310
503.174 94.380 -59.470
503.540 93.915 -59.435
503.906 93.418 -59.040
504.272 92.907 -58.163
504.639 92.408 -56.744
505.005 91.949 -54.805
505.371 91.552 -52.453
505.737 91.229 -49.845
506.104 90.980 -47.138
506.470 90.795 -44.439
506.836 90.663 -41.802
507.202 90.573 -39.244
507.568 90.518 -36.761
507.935 90.492 -34.323
508.301 90.493 -31.855
508.667 90.534 -29.279
509.033 90.644 -26.596
509.399 90.853 -23.980
509.766 91.171 -21.773
510.132 91.572 -20.338
510.498 91.999 -19.883
510.864 92.389 -20.386
511.230 92.694 -21.651
511.597 92.885 -23.406
511.963 92.953 -25.376
512.329 92.897 -27.319
512.695 92.722 -29.012
513.062 92.438 -30.217
513.428 92.066 -30.664
513.794 91.648 -30.075
514.160 91.256 -28.288
514.526 90.981 -25.428
514.893 90.895 -22.005
515.259 91.007 -18.733
515.625 91.260 -16.157
515.991 91.573 -14.442
516.357 91.887 -13.456
516.724 92.173 -12.963
517.090 92.425 -12.766
517.456 92.648 -12.743
517.822 92.848 -12.828
518.188 93.030 -12.970
518.555 93.200 -13.123
518.921 93.369 -13.268
519.287 93.548 -13.430
519.653 93.743 -13.682
520.020 93.951 -14.108
520.386 94.165 -14.758
520.752 94.373 -15.641
521.118 94.570 -16.734
521.484 94.755 -18.027
521.851 94.926 -19.539
522.217 95.079 -21.311
522.583 95.200 -23.373
522.949 95.271 -25.704
523.315 95.276 -28.217
523.682 95.206 -30.773
524.048 95.061 -33.210
524.414 94.855 -35.392
524.780 94.607 -37.238
525.146 94.339 -38.744
525.513 94.068 -39.974
525.879 93.802 -41.029
526.245 93.536 -41.998
526.611 93.263 -42.928
526.978 92.969 -43.807
527.344 92.648 -44.572
527.710 92.300 -45.130
528.076 91.937 -45.404
528.442 91.578 -45.375
528.809 91.242 -45.128
529.175 90.937 -44.844
529.541 90.645 -44.719
529.907 90.329 -44.847
530.273 89.943 -45.135
530.640 89.452 -45.280
531.006 88.852 -44.840
531.372 88.184 -43.357
531.738 87.534 -40.584
532.104 87.004 -36.709
532.471 86.651 -32.362
532.837 86.450 -28.233
533.203 86.313 -24.608
533.569 86.164 -21.278
533.936 85.982 -17.781
534.302 85.805 -13.731
534.668 85.699 -9.048
535.034 85.721 -3.999
535.400 85.880 1.022
535.767 86.151 5.760
536.133 86.510 10.161
536.499 86.953 14.231
536.865 87.489 17.861
537.231 88.113 20.807
537.598 88.791 22.823
537.964 89.468 23.816
538.330 90.089 23.890
538.696 90.613 23.303
539.062 91.023 22.379
539.429 91.323 21.439
539.795 91.535 20.745
540.161 91.694 20.460
540.527 91.839 20.617
540.894 92.003 21.136
541.260 92.203 21.869
541.626 92.442 22.682
541.992 92.718 23.499
542.358 93.029 24.293
542.725 93.384 25.028
543.091 93.790 25.604
543.457 94.250 25.858
543.823 94.749 25.612
544.189 95.258 24.754
544.556 95.744 23.278
544.922 96.180 21.276
545.288 96.548 18.892
545.654 96.845 16.272
546.021 97.073 13.527
546.387 97.238 10.717
546.753 97.342 7.866
547.119 97.380 5.002
547.485 97.345 2.186
547.852 97.229 -0.458
548.218 97.032 -2.752
548.584 96.771 -4.499
548.950 96.474 -5.536
549.316 96.184 -5.801
549.683 95.946 -5.375
550.049 95.789 -4.461
550.415 95.726 -3.305
550.781 95.753 -2.115
551.147 95.860 -1.032
551.514 96.036 -0.163
551.880 96.272 0.388
552.246 96.550 0.519
552.612 96.847 0.164
552.979 97.136 -0.672
553.345 97.395 -1.906
553.711 97.608 -3.403
554.077 97.772 -5.014
554.443 97.894 -6.611
554.810 97.988 -8.114
555.176 98.070 -9.505
555.542 98.152 -10.825
555.908 98.242 -12.147
556.274 98.337 -13.546
556.641 98.430 -15.067
557.007 98.513 -16.718
557.373 98.578 -18.474
557.739 98.624 -20.300
558.105 98.652 -22.175
558.472 98.663 -24.100
558.838 98.654 -26.087
559.204 98.621 -28.140
559.570 98.555 -30.233
559.937 98.448 -32.295
560.303 98.300 -34.221
560.669 98.118 -35.897
561.035 97.919 -37.230
561.401 97.728 -38.193
561.768 97.569 -38.842
562.134 97.462 -39.314
562.500 97.411 -39.786
562.866 97.410 -40.423
563.232 97.443 -41.339
563.599 97.492 -42.584
563.965 97.540 -44.168
564.331 97.574 -46.077
564.697 97.584 -48.295
565.063 97.559 -50.800
565.430 97.486 -53.558
565.796 97.353 -56.511
566.162 97.149 -59.566
566.528 96.867 -62.599
566.895 96.507 -65.457
567.261 96.078 -67.979
567.627 95.602 -70.027
567.993 95.111 -71.529
568.359 94.643 -72.534
568.726 94.228 -73.232
569.092 93.876 -73.912
569.458 93.572 -74.852
569.824 93.280 -76.221
570.190 92.961 -78.033
570.557 92.585 -80.192
570.923 92.140 -82.573
571.289 91.622 -85.103
571.655 91.031 -87.793
572.021 90.351 -90.729
572.388 89.552 -94.009
572.754 88.578 -97.673
573.120 87.357 -101.663
573.486 85.798 -105.827
573.853 83.769 -109.961
574.219 81.033 -113.871
574.585 77.018 -117.443
574.951 69.472 -120.717
575.317 60.937 56.296
575.684 74.389 52.928
576.050 79.518 49.189
576.416 82.768 44.859
576.782 85.111 39.943
577.148 86.873 34.589
577.515 88.200 29.029
577.881 89.182 23.526
578.247 89.886 18.329
578.613 90.373 13.628
578.979 90.702 9.526
579.346 90.923 6.025
579.712 91.075 3.046
580.078 91.182 0.470
580.444 91.256 -1.806
580.811 91.303 -3.855
581.177 91.326 -5.732
581.543 91.329 -7.504
581.909 91.305 -9.242
582.275 91.239 -10.989
582.642 91.110 -12.695
583.008 90.899 -14.194
583.374 90.601 -15.208
583.740 90.239 -15.418
584.106 89.867 -14.575
584.473 89.562 -12.636
584.839 89.400 -9.865
585.205 89.427 -6.779
585.571 89.640 -3.954
585.938 89.998 -1.830
586.304 90.443 -0.650
586.670 90.922 -0.498
587.036 91.384 -1.355
587.402 91.783 -3.123
587.769 92.082 -5.632
588.135 92.251 -8.659
588.501 92.272 -11.940
588.867 92.136 -15.193
589.233 91.847 -18.126
589.600 91.417 -20.451
589.966 90.871 -21.891
590.332 90.246 -22.193
590.698 89.594 -21.150
591.064 88.988 -18.663
591.431 88.510 -14.837
591.797 88.240 -10.067
592.163 88.216 -5.010
592.529 88.419 -0.356
592.896 88.781 3.442
593.262 89.222 6.261
593.628 89.680 8.230
593.994 90.123 9.580
594.360 90.539 10.545
594.727 90.935 11.307
595.093 91.324 11.978
595.459 91.726 12.597
595.825 92.158 13.136
596.191 92.636 13.503
596.558 93.167 13.555
596.924 93.747 13.114
597.290 94.360 12.009
597.656 94.978 10.119
598.022 95.563 7.411
598.389 96.080 3.950
598.755 96.500 -0.115
599.121 96.804 -4.575
599.487 96.987 -9.202
599.854 97.057 -13.783
600.220 97.033 -18.154
600.586 96.939 -22.228
600.952 96.801 -26.002
601.318 96.640 -29.542
601.685 96.463 -32.954
602.051 96.273 -36.345
602.417 96.063 -39.807
602.783 95.820 -43.406
603.149 95.528 -47.181
603.516 95.164 -51.125
603.882 94.703 -55.156
604.248 94.123 -59.101
604.614 93.411 -62.691
604.980 92.577 -65.603
605.347 91.657 -67.548
605.713 90.709 -68.392
606.079 89.793 -68.260
606.445 88.938 -67.468
606.812 88.126 -66.283
607.178 87.326 -64.689
607.544 86.537 -62.404
607.910 85.822 -59.219
608.276 85.275 -55.432
608.643 84.930 -51.917
609.009 84.698 -49.544
609.375 84.417 -48.536
609.741 83.940 -48.397
610.107 83.180 -48.176
610.474 82.132 -46.683
610.840 80.889 -42.649
611.206 79.684 -35.147
611.572 78.849 -24.536
611.938 78.590 -12.919
612.305 78.787 -2.490
612.671 79.178 6.208
613.037 79.608 13.887
613.403 80.076 21.420
613.770 80.685 29.170
614.136 81.544 36.715
614.502 82.675 43.086
614.868 83.986 47.463
615.234 85.337 49.624
615.601 86.614 49.852
615.967 87.753 48.626
616.333 88.735 46.416
616.699 89.563 43.584
617.065 90.253 40.366
617.432 90.821 36.890
617.798 91.277 33.214
618.164 91.621 29.383
618.530 91.845 25.475
618.896 91.942 21.632
619.263 91.913 18.047
619.629 91.768 14.936
619.995 91.535 12.487
620.361 91.248 10.806
620.728 90.944 9.900
621.094 90.652 9.698
621.460 90.390 10.125
621.826 90.179 11.131
622.192 90.046 12.654
622.559 90.024 14.510
622.925 90.133 16.342
623.291 90.359 17.732
623.657 90.649 18.393
624.023 90.944 18.289
624.390 91.195 17.586
624.756 91.385 16.523
625.122 91.513 15.296
625.488 91.591 13.999
625.854 91.622 12.644
626.221 91.599 11.230
626.587 91.505 9.829
626.953 91.324 8.633
627.319 91.056 7.946
627.686 90.732 8.124
628.052 90.421 9.430
628.418 90.224 11.833
628.784 90.236 14.831
629.150 90.489 17.557
629.517 90.925 19.189
629.883 91.438 19.306
630.249 91.917 17.921
630.615 92.284 15.292
630.981 92.491 11.754
631.348 92.506 7.623
631.714 92.306 3.178
632.080 91.864 -1.325
632.446 91.138 -5.597
632.812 90.063 -9.188
633.179 88.537 -11.227
633.545 86.430 -9.743
633.911 83.774 0.024
634.277 81.893 25.376
634.644 83.400 54.218
635.010 86.439 67.383
635.376 89.062 70.261
635.742 91.079 68.735
636.108 92.620 65.306
636.475 93.807 61.044
636.841 94.728 56.438
637.207 95.442 51.722
637.573 95.988 47.017
637.939 96.393 42.406
638.306 96.676 37.959
638.672 96.852 33.745
639.038 96.936 29.823
639.404 96.943 26.238
639.771 96.887 23.023
640.137 96.780 20.198
640.503 96.636 17.781
640.869 96.467 15.779
641.235 96.290 14.171
641.602 96.118 12.897
641.968 95.956 11.860
642.334 95.800 10.969
642.700 95.638 10.183
643.066 95.454 9.557
643.433 95.242 9.234
643.799 95.011 9.409
644.165 94.797 10.236
644.531 94.648 11.729
644.897 94.619 13.675
645.264 94.735 15.663
645.630 94.982 17.245
645.996 95.312 18.119
646.362 95.669 18.209
646.729 96.004 17.623
647.095 96.291 16.551
647.461 96.518 15.191
647.827 96.685 13.716
648.193 96.798 12.269
648.560 96.869 10.976
648.926 96.916 9.936
649.292 96.967 9.192
649.658 97.053 8.682
650.024 97.196 8.211
650.391 97.399 7.507
650.757 97.636 6.337
651.123 97.866 4.610
651.489 98.050 2.406
651.855 98.161 -0.080
652.222 98.197 -2.621
652.588 98.170 -5.031
652.954 98.102 -7.220
653.320 98.016 -9.191
653.687 97.923 -11.013
654.053 97.826 -12.758
654.419 97.722 -14.463
654.785 97.607 -16.125
655.151 97.482 -17.726
655.518 97.352 -19.269
655.884 97.221 -20.786
656.250 97.087 -22.328
656.616 96.945 -23.935
656.982 96.783 -25.615
657.349 96.591 -27.326
657.715 96.365 -28.991
658.081 96.105 -30.517
658.447 95.823 -31.827
658.813 95.535 -32.894
659.180 95.258 -33.759
659.546 95.004 -34.534
659.912 94.772 -35.361
660.278 94.550 -36.356
660.645 94.316 -37.572
661.011 94.053 -38.987
661.377 93.745 -40.537
661.743 93.388 -42.157
662.109 92.976 -43.807
662.476 92.503 -45.474
662.842 91.955 -47.139
663.208 91.312 -48.738
663.574 90.551 -50.128
663.940 89.652 -51.087
664.307 88.606 -51.317
664.673 87.409 -50.461
665.039 86.066 -48.070
665.405 84.599 -43.519
665.771 83.079 -35.878
666.138 81.719 -24.081
666.504 80.941 -8.142
666.870 81.126 9.108
667.236 82.146 23.797
667.603 83.573 34.571
667.969 85.130 41.999
668.335 86.711 46.763
668.701 88.260 49.203
669.067 89.717 49.562
669.434 91.018 48.191
669.800 92.121 45.562
670.166 93.013 42.187
670.532 93.708 38.532
670.898 94.242 34.948
671.265 94.663 31.624
671.631 95.017 28.571
671.997 95.336 25.662
672.363 95.630 22.720
672.729 95.887 19.623
673.096 96.090 16.347
673.462 96.226 12.951
673.828 96.287 9.536
674.194 96.276 6.199
674.561 96.198 3.018
674.927 96.062 0.053
675.293 95.877 -2.651
675.659 95.659 -5.079
676.025 95.421 -7.274
676.392 95.170 -9.351
676.758 94.897 -11.454
677.124 94.572 -13.675
677.490 94.152 -15.953
677.856 93.597 -18.022
678.223 92.887 -19.416
678.589 92.043 -19.542
678.955 91.141 -17.821
679.321 90.322 -13.980
679.688 89.751 -8.377
680.054 89.531 -2.055
680.420 89.648 3.766
680.786 89.990 8.267
681.152 90.424 11.191
681.519 90.833 12.694
681.885 91.131 13.224
682.251 91.275 13.421
682.617 91.279 14.009
682.983 91.223 15.578
683.350 91.242 18.248
683.716 91.458 21.416
684.082 91.883 24.050
684.448 92.417 25.414
684.814 92.928 25.458
685.181 93.326 24.619
685.547 93.584 23.475
685.913 93.721 22.518
686.279 93.783 22.056
686.646 93.827 22.191
687.012 93.903 22.851
687.378 94.047 23.836
687.744 94.278 24.860
688.110 94.591 25.615
688.477 94.957 25.846
688.843 95.331 25.442
689.209 95.666 24.474
689.575 95.931 23.162
689.941 96.116 21.786
690.308 96.239 20.599
690.674 96.331 19.743
691.040 96.428 19.217
691.406 96.556 18.896
691.772 96.725 18.603
692.139 96.929 18.184
692.505 97.152 17.551
692.871 97.381 16.682
693.237 97.603 15.599
693.604 97.811 14.350
693.970 98.005 12.989
694.336 98.191 11.543
694.702 98.374 9.997
695.068 98.561 8.278
695.435 98.745 6.286
695.801 98.909 3.940
696.167 99.028 1.233
696.533 99.079 -1.755
696.899 99.042 -4.870
697.266 98.914 -7.916
697.632 98.700 -10.699
697.998 98.418 -13.062
698.364 98.095 -14.913
698.730 97.757 -16.235
699.097 97.427 -17.078
699.463 97.121 -17.537
699.829 96.847 -17.720
700.195 96.606 -17.720
700.562 96.394 -17.601
700.928 96.207 -17.402
701.294 96.045 -17.150
701.660 95.904 -16.876
702.026 95.779 -16.610
702.393 95.663 -16.355
702.759 95.549 -16.061
703.125 95.439 -15.636
703.491 95.350 -15.005
703.857 95.313 -14.198
704.224 95.354 -13.412
704.590 95.475 -12.973
704.956 95.644 -13.177
705.322 95.808 -14.158
705.688 95.913 -15.846
706.055 95.919 -18.024
706.421 95.805 -20.416
706.787 95.568 -22.747
707.153 95.215 -24.777
707.520 94.761 -26.295
707.886 94.225 -27.098
708.252 93.639 -26.995
708.618 93.051 -25.848
708.984 92.520 -23.667
709.351 92.106 -20.688
709.717 91.835 -17.326
710.083 91.693 -13.972
710.449 91.645 -10.812
710.815 91.665 -7.834
711.182 91.751 -4.989
711.548 91.914 -2.353
711.914 92.155 -0.137
712.280 92.446 1.442
712.646 92.740 2.313
713.013 92.992 2.596
713.379 93.180 2.529
713.745 93.303 2.356
714.111 93.376 2.239
714.478 93.421 2.220
714.844 93.446 2.252
715.210 93.447 2.289
715.576 93.406 2.378
715.942 93.313 2.696
716.309 93.179 3.511
716.675 93.045 5.062
717.041 92.985 7.384
717.407 93.068 10.163
717.773 93.325 12.797
718.140 93.719 14.679
718.506 94.171 15.485
718.872 94.597 15.237
719.238 94.937 14.189
719.604 95.157 12.681
719.971 95.245 11.063
720.337 95.209 9.661
720.703 95.066 8.775
721.069 94.849 8.676
721.436 94.609 9.578
721.802 94.415 11.560
722.168 94.345 14.458
722.534 94.462 17.814
